Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,214.3076934814453,214.92308044433594,210.84616088867188,211.53846740722656,177.37734985351562,5388981
2014-01-03,211.6923065185547,212.3076934814453,210.84616088867188,211.38461303710938,177.2483673095703,3584204
2014-01-06,212.76922607421875,213.3076934814453,208.84616088867188,209.6923065185547,175.82928466796875,3816358
2014-01-07,211.38461303710938,211.46153259277344,209.3076934814453,209.92308044433594,176.02279663085938,3214640
2014-01-08,210.38461303710938,210.46153259277344,208.61538696289062,209.3076934814453,175.50686645507812,3362957
2014-01-09,210.23077392578125,210.46153259277344,207.15383911132812,209.38461303710938,175.5713348388672,4070482
2014-01-10,209.15383911132812,209.46153259277344,206.61538696289062,207.38461303710938,173.89430236816406,5047718
2014-01-13,207.53846740722656,208.46153259277344,205.23077392578125,205.61538696289062,172.41075134277344,4474496
2014-01-14,206.46153259277344,207.6923065185547,205.6923065185547,207.46153259277344,173.95880126953125,3242967
2014-01-15,208.84616088867188,210.76922607421875,207.76922607421875,210.3076934814453,176.34535217285156,4142229
2014-01-16,209.38461303710938,209.76922607421875,208.3076934814453,209.23077392578125,175.44235229492188,4244279
2014-01-17,206.76922607421875,207.07691955566406,202.15383911132812,204.46153259277344,171.44325256347656,12641278
2014-01-21,205.61538696289062,205.6923065185547,200.3076934814453,202.23077392578125,169.57275390625,7792031
2014-01-22,202.3076934814453,202.38461303710938,199.92308044433594,199.92308044433594,167.63772583007812,6327529
2014-01-23,199.84616088867188,199.84616088867188,196.38461303710938,198.61538696289062,166.54119873046875,7546162
2014-01-24,196.6923065185547,196.84616088867188,191.92308044433594,191.92308044433594,160.92967224121094,12428650
2014-01-27,194.3076934814453,194.53846740722656,191.53846740722656,192.84616088867188,161.70364379882812,7871240
2014-01-28,194.84616088867188,197.07691955566406,194.61538696289062,195.84616088867188,164.2191619873047,6555354
2014-01-29,194.92308044433594,196.3076934814453,193.53846740722656,194.53846740722656,163.12266540527344,5151861
2014-01-30,196.15383911132812,196.84616088867188,194.84616088867188,196.15383911132812,164.47715759277344,3912246
2014-01-31,193.92308044433594,195.23077392578125,192.92308044433594,193.3076934814453,162.09066772460938,5243420
2014-02-03,193.3076934814453,193.92308044433594,187.07691955566406,187.3076934814453,157.0595703125,9808682
2014-02-04,188.6923065185547,190.61538696289062,187.6923065185547,189.0,158.47860717773438,5961280
2014-02-05,188.15383911132812,189.53846740722656,187.07691955566406,188.61538696289062,158.15609741210938,5233761
2014-02-06,190.76922607421875,193.07691955566406,189.38461303710938,191.92308044433594,160.92967224121094,5814172
2014-02-07,193.84616088867188,194.46153259277344,192.3076934814453,193.76922607421875,162.4776611328125,4513717
2014-02-10,195.3076934814453,195.3076934814453,191.76922607421875,192.6923065185547,161.57467651367188,4290572
2014-02-11,193.92308044433594,196.3076934814453,193.53846740722656,195.61538696289062,164.02561950683594,4236362
2014-02-12,196.6923065185547,197.15383911132812,195.0,195.3076934814453,163.76766967773438,3279627
2014-02-13,194.07691955566406,195.6923065185547,193.15383911132812,195.6923065185547,164.09014892578125,4206436
2014-02-14,195.92308044433594,198.84616088867188,195.23077392578125,198.0,166.0251922607422,3240692
2014-02-18,200.07691955566406,200.3076934814453,197.3076934814453,197.3076934814453,165.4447021484375,3798080
2014-02-19,197.53846740722656,198.23077392578125,195.15383911132812,195.38461303710938,163.8321533203125,4406103
2014-02-20,194.6923065185547,194.76922607421875,192.46153259277344,193.23077392578125,163.44178771972656,4195737
2014-02-21,193.23077392578125,193.76922607421875,191.84616088867188,191.84616088867188,162.27061462402344,4828980
2014-02-24,192.46153259277344,195.76922607421875,192.0,194.53846740722656,164.54788208007812,4943029
2014-02-25,195.23077392578125,196.0,193.61538696289062,194.38461303710938,164.41775512695312,4301752
2014-02-26,194.84616088867188,195.07691955566406,193.07691955566406,194.61538696289062,164.6129608154297,3871972
2014-02-27,193.92308044433594,196.61538696289062,193.46153259277344,196.15383911132812,165.91419982910156,2965742
2014-02-28,196.46153259277344,197.61538696289062,194.6923065185547,195.92308044433594,165.7190399169922,3826784
2014-03-03,193.92308044433594,193.92308044433594,191.6923065185547,193.23077392578125,163.44178771972656,4447378
2014-03-04,196.3076934814453,197.92308044433594,195.84616088867188,197.3076934814453,166.8901824951172,4762992
2014-03-05,198.3076934814453,199.6923065185547,197.3076934814453,199.46153259277344,168.71202087402344,3916731
2014-03-06,200.46153259277344,202.15383911132812,200.15383911132812,201.6923065185547,170.598876953125,4538443
2014-03-07,202.53846740722656,202.6923065185547,199.76922607421875,201.0,170.0132598876953,3546920
2014-03-10,200.92308044433594,201.0,198.76922607421875,200.3076934814453,169.42771911621094,2894255
2014-03-11,200.46153259277344,200.76922607421875,198.15383911132812,199.23077392578125,168.51678466796875,3232281
2014-03-12,197.53846740722656,198.6923065185547,197.15383911132812,198.15383911132812,167.6059112548828,3050333
2014-03-13,200.0,200.0,193.92308044433594,194.92308044433594,164.87319946289062,4922463
2014-03-14,194.23077392578125,195.23077392578125,193.0,193.15383911132812,163.37672424316406,3829969
2014-03-17,194.3076934814453,197.15383911132812,194.23077392578125,195.61538696289062,165.45872497558594,5929820
2014-03-18,196.3076934814453,197.92308044433594,195.92308044433594,197.3076934814453,166.8901824951172,3092063
2014-03-19,197.23077392578125,197.6923065185547,193.15383911132812,194.46153259277344,164.48281860351562,4582084
2014-03-20,195.15383911132812,195.15383911132812,193.23077392578125,194.38461303710938,164.41775512695312,4642599
2014-03-21,197.61538696289062,198.6923065185547,194.92308044433594,195.38461303710938,165.26356506347656,7170657
2014-03-24,196.07691955566406,196.38461303710938,193.84616088867188,195.46153259277344,165.3286590576172,4049058
2014-03-25,196.76922607421875,197.76922607421875,195.3076934814453,197.6923065185547,167.21554565429688,4050085
2014-03-26,198.46153259277344,199.38461303710938,196.92308044433594,197.07691955566406,166.69503784179688,4137913
2014-03-27,196.76922607421875,198.84616088867188,196.23077392578125,198.53846740722656,167.9311981201172,3852732
2014-03-28,199.23077392578125,200.15383911132812,198.3076934814453,199.07691955566406,168.38670349121094,3859882
2014-03-31,200.15383911132812,200.61538696289062,198.53846740722656,199.15383911132812,168.45172119140625,4171557
2014-04-01,198.6923065185547,199.92308044433594,198.07691955566406,199.0,168.32159423828125,3704480
2014-04-02,199.38461303710938,200.46153259277344,199.0,200.3076934814453,169.42771911621094,3432481
2014-04-03,201.15383911132812,202.0,200.38461303710938,201.76922607421875,170.66400146484375,2893722
2014-04-04,202.84616088867188,203.07691955566406,199.92308044433594,200.15383911132812,169.29762268066406,4308304
2014-04-07,199.61538696289062,200.3076934814453,198.0,198.84616088867188,168.19146728515625,3957057
2014-04-08,198.15383911132812,199.38461303710938,197.46153259277344,198.07691955566406,167.5408477783203,3499067
2014-04-09,198.92308044433594,199.6923065185547,196.84616088867188,199.61538696289062,168.84213256835938,3273075
2014-04-10,200.6923065185547,200.84616088867188,196.6923065185547,196.76922607421875,166.43472290039062,4718181
2014-04-11,196.23077392578125,198.15383911132812,195.61538696289062,195.61538696289062,165.45872497558594,4851587
2014-04-14,196.76922607421875,198.07691955566406,195.61538696289062,197.76922607421875,167.28062438964844,3258710
2014-04-15,197.46153259277344,199.15383911132812,196.76922607421875,198.61538696289062,167.9962615966797,3937349
2014-04-16,200.07691955566406,201.53846740722656,199.15383911132812,200.92308044433594,169.9482421875,4354558
2014-04-17,203.61538696289062,205.84616088867188,203.46153259277344,204.3076934814453,172.81105041503906,9055618
2014-04-21,204.84616088867188,205.46153259277344,204.3076934814453,204.53846740722656,173.00628662109375,3267069
2014-04-22,205.38461303710938,205.92308044433594,204.38461303710938,204.46153259277344,172.94119262695312,3613558
2014-04-23,204.38461303710938,205.07691955566406,203.0,203.23077392578125,171.90013122558594,3843723
2014-04-24,203.38461303710938,204.92308044433594,201.76922607421875,203.53846740722656,172.16038513183594,3325153
2014-04-25,204.38461303710938,206.15383911132812,204.23077392578125,204.61538696289062,173.0713348388672,4387526
2014-04-28,205.53846740722656,206.53846740722656,204.07691955566406,206.0,174.24244689941406,4493710
2014-04-29,206.38461303710938,206.76922607421875,204.53846740722656,205.84616088867188,174.11236572265625,3597906
2014-04-30,206.15383911132812,206.92308044433594,205.0,206.84616088867188,174.9582061767578,3791463
2014-05-01,205.61538696289062,206.38461303710938,204.92308044433594,205.92308044433594,174.17742919921875,3351361
2014-05-02,205.92308044433594,206.6923065185547,205.07691955566406,205.23077392578125,173.5918426513672,3051555
2014-05-05,205.3076934814453,205.3076934814453,203.84616088867188,204.46153259277344,172.94119262695312,2156648
2014-05-06,203.92308044433594,204.07691955566406,201.46153259277344,201.46153259277344,170.40367126464844,3254446
2014-05-07,202.07691955566406,204.07691955566406,202.07691955566406,204.07691955566406,172.61587524414062,3161561
2014-05-08,203.6923065185547,204.61538696289062,202.3076934814453,203.38461303710938,172.0302734375,2715297
2014-05-09,204.3076934814453,204.38461303710938,202.38461303710938,203.23077392578125,171.90013122558594,2266927
2014-05-12,204.46153259277344,206.61538696289062,203.92308044433594,206.53846740722656,174.6979522705078,3082404
2014-05-13,206.84616088867188,207.3076934814453,205.92308044433594,207.07691955566406,175.15335083007812,2662777
2014-05-14,207.0,207.38461303710938,205.15383911132812,205.84616088867188,174.11236572265625,2696408
2014-05-15,205.53846740722656,206.15383911132812,202.46153259277344,204.61538696289062,173.0713348388672,4391803
2014-05-16,203.76922607421875,205.23077392578125,202.84616088867188,205.15383911132812,173.52676391601562,3749317
2014-05-19,204.23077392578125,205.3076934814453,203.6923065185547,204.6923065185547,173.13641357421875,2356861
2014-05-20,204.6923065185547,204.76922607421875,201.15383911132812,202.3076934814453,171.11940002441406,3052023
2014-05-21,202.84616088867188,204.0,202.6923065185547,203.76922607421875,172.35562133789062,2267707
2014-05-22,203.23077392578125,204.38461303710938,202.38461303710938,203.92308044433594,172.48574829101562,2031731
